user,rating,review,date,sentiment
JULIUS LBAMIN,5,I'm happy to have fun with my friend and love one on TikTok 💯💯💯,8/6/2025 6:26,Positive
Sowunmi Maleek,5,I love you,8/6/2025 6:25,Positive
Musbaudeen Wajud,5,GOOD✅,8/6/2025 6:23,Neutral
Wadullah Vai,5,jobuk khan,8/6/2025 6:22,Neutral
Fhfjd Dbdhd,5,shohga,8/6/2025 6:19,Neutral
Nouman Sajid,3,good 😊,8/6/2025 6:19,Positive
Andul Khaliq,5,UK TipTop I TSF live option on hona chahiye,8/6/2025 6:17,Positive
Blessing Adike eso,5,so bored,8/6/2025 6:17,Negative
Mackas Nkuna,5,fast to load,8/6/2025 6:17,Positive
Malik Ahmad,5,Late downloading,8/6/2025 6:16,Negative
Nazim,5,খুব সুন্দর,8/6/2025 6:14,Neutral
Kamran Ashraf,5,wanderfull,8/6/2025 6:13,Neutral
Daimon Kirsten,5,wow,8/6/2025 6:11,Positive
Roberto De Sica,1,"As a creator, this is the worst experience I ever tried.",8/6/2025 6:09,Negative
Muheeb Ullah,1,muheebullahking Unbanned this account,8/6/2025 6:04,Neutral
Zubair Naeem,5,tiktok ka hang hone ka masla khatm Karen please tik tok team,8/6/2025 6:02,Neutral
Md Hamim,5,🇧🇩,8/6/2025 6:02,Neutral
Muhammed Asathullah,5,supper very nice,8/6/2025 6:01,Positive
alihaider,5,wow,8/6/2025 6:00,Positive
Teodor Iulian,1,"Tik tok has started to remove comments anti-hate, ans when the actual hate speech is reported, they keep them, as ""they did not violate community guide linea"". Somebody sue them or keep leaving bad reviews. This behavior cannot be accepted.",8/6/2025 6:00,Negative
Adebayo Ayomide,5,"I love the app,just that I don't have access to use some music",8/6/2025 5:58,Positive
Danish Badshah,5,support my TikTok account,8/6/2025 5:54,Neutral
Wasid Khan,5,United Arab Emirates,8/6/2025 5:54,Neutral
Anees Rehman,5,Ase Ab,8/6/2025 5:52,Neutral
F J P A T H A N,5,this is a good app my heart this app good app,8/6/2025 5:52,Positive
Tom Nimanju,1,"Buggy experience at every step. I don't understand why TikTok hasn't been banned in Europe, too",8/6/2025 5:51,Neutral
Daud Hossain,5,content,8/6/2025 5:49,Neutral
Kayleigh Weston,2,The algorithm is weird; its like you receive some traction and you get excited to push more videos and then you view goes down to nothing even though its the same type of videos,8/6/2025 5:48,Positive
Silve Parvez,5,very fynny app and enjoyable,8/6/2025 5:44,Positive
Pajazit Paji,1,gifta fallco,8/6/2025 5:40,Neutral
Zukhruf raja Zukhruf raja,5,me satisfied this app it's a good plat form for all people's of world,8/6/2025 5:40,Positive
Bilal Khan,5,Why tiktok dont download,8/6/2025 5:38,Neutral
Aktar Khan,1,khub valo,8/6/2025 5:36,Neutral
Alfarabi Alfarabi,5,👍,8/6/2025 5:34,Neutral
Aadan xasan Cali,3,maxamed the,8/6/2025 5:33,Neutral
Lilith Saten,5,this app is fun af,8/6/2025 5:33,Positive
Md Rahul,5,amazing,8/6/2025 5:30,Positive
Ali Afridi,4,TikTok is very nice app my favorite and all TikToker are you famous on the world 🌎 in my acc supposed to please viral my account so struggle my acc to go viral duer TikTok team TikTok is very good app,8/6/2025 5:29,Positive
Kane Witso,1,hate speech is just in the comment section and nothing is done when reported,8/6/2025 5:29,Negative
Ahad Ansari,5,Best,8/6/2025 5:28,Positive
mdabedur rohaman,5,very good apk,8/6/2025 5:28,Positive
NAVEED RAJPOOT25,1,comment picture send problem,8/6/2025 5:25,Neutral
Asim Ali,3,right now but I'll be there at hi and slow,8/6/2025 5:24,Negative
Ayele Zewude,5,Very very good,8/6/2025 5:23,Positive
Mary Ortiz,3,"honestly I like it but it's just, it won't give me notifications for when my favorite account posts which sucks because what if they go live but I don't get a notification. I've tried everything every single permission on my phone and on the app too and still nothing.",8/6/2025 5:23,Positive
Saad Ali,5,TikTok Team my account viral please,8/6/2025 5:21,Neutral
Md Monir,5,"If you are upset, tiktok will get better if you enter a little",8/6/2025 5:15,Positive
Ritesh Kumar Majhi,5,Love From Tik tok,8/6/2025 5:14,Positive
Rizwan Khan,5,open my tik tok videos real and viral my account my vile at full on money,8/6/2025 5:14,Positive
Moner Moner,1,عندما اخرج من التطبيق لم يعد يادي الاستجابه مثال / مايرضي يفتح التطبيق كل ما ادخل يخرجنا رجاً شوفوا حل باسرع وقت,8/6/2025 5:13,Neutral
Samer Jasem,1,Very biased and censored platform. It allows spread of Islamophobia but when it's reported they don't do a thing about it. It's deliberate target. update: after multiple reports of abuse and bullying the platform has been finding all the abuse and bullying as it doesn't violate their policies. uninstalling now,8/6/2025 5:09,Positive
Jugnu kids Bangla,5,good app vare good app,8/6/2025 5:07,Positive
Razaullahkhan Khan,5,RAZi Ullah Mawrat,8/6/2025 5:06,Neutral
zain saab,5,good app,8/6/2025 5:04,Positive
Blanche NK,5,It's a very reliable app for interaction,8/6/2025 5:03,Positive
Neha Ll,5,Tik Tok is a good app,8/6/2025 5:02,Positive
Sara fathy,3,التيك توك احيانا مبيفتحش خالص وبيبقي معلق وبضطر امسحه وانزله تاني,8/6/2025 5:01,Neutral
opanda,1,It's addictive,8/6/2025 4:57,Neutral
William Jeffcoat,5,I love these videos.,8/6/2025 4:55,Positive
Lilly,5,amazing,8/6/2025 4:54,Positive
Aashif Nadaf,5,can you viral my video my tiktok 🆔 name the.return.of.sin13 target for 1 million like,8/6/2025 4:53,Neutral
Cabdiraxmaan Rasaas,5,Manassas,8/6/2025 4:53,Neutral
Worku Asnake,1,Tik tok is the slow killing children and human stop this platform guys🙏🙏🙏😥,8/6/2025 4:50,Negative
Norma Mzizi,4,Every time the app updates it won't open till I re install,8/6/2025 4:50,Neutral
Jacqueline Ledford,5,Hard to get into It seems hard to get into some apps,8/6/2025 4:47,Negative
Kelley Hulsey,5,I no longer love TikTok. It's not awesome anymore ITS DIFFERENT IN EVERY WAY! it's a meta app now and that sux!,8/6/2025 4:46,Neutral
S'fiso Maphanga,2,For the past 2months I have to uninstall then reinstall my tiktok app. As it stops opening. I have tried clearing everything in my ticktock yet still like clock work every 7th day I have to reinstall it.,8/6/2025 4:45,Negative
Lisa Wilt,1,I don't like it,8/6/2025 4:43,Neutral
Jason Yao,1,is a scam is piece of trash don't use it,8/6/2025 4:42,Neutral
Shahzeb Khattak,5,The most popular app in the world 🌍,8/6/2025 4:40,Positive
Spud Comyns,1,"since January 20th, it has slowly become the most over censored app on the play store, with every other comment video or photo being taken down for the most insane reasons, especially if it doesn't fit with the apps agendas,(pro Zionism, anti trump, etc). it longer serves as a hub for community or free speech, but instead for an agenda against the same people who use the app.",8/6/2025 4:40,Positive
Manu Mai,1,❤❤Foyez💝💝,8/6/2025 4:40,Neutral
Ggnagarkoti,4,"It's a good app,no problems in it",8/6/2025 4:39,Positive
Md Hares,5,Valo laglo,8/6/2025 4:38,Neutral
Rana Akram,5,rana.akram.osgogeegfr jeo eken will ekvnel ekb grill eo hen we can do a phone to call you back I will be in a little late to try to get the rest of my stuff 😊😬😬😊😔😬😬😊😔 need to be taken care of and the job and the people and I will get it to ask you about that I just don't want the kids to get a hold of getting a little time to get to help you with y ❤️ me to come in and get the money to get a new job or something 😊😊😁 y to get it done before the end of the day I was in the shower aI'm,8/6/2025 4:38,Negative
Ayesha Zumra,5,This is very good App,8/6/2025 4:34,Positive
Iqbal Hossain,5,তাই নাকি,8/6/2025 4:31,Neutral
Rajib Medda,5,আপনার দানোভাত,8/6/2025 4:31,Neutral
Amentha Richardson,1,I don't believe most of the posts on tik tok most of the people who are using it are using it to become famous and forget that we have a felon in the white house this should be our main focus at this time. all other good and happy healthy things can be discussed once we get our country headed back to our morals dignity and pride. we are growing further and further away. I have seen more racism lately..we were headed in the right direction no more,8/6/2025 4:30,Positive
Md Raihan,5,MD Riyaz,8/6/2025 4:29,Neutral
Anita Rai,5,useful,8/6/2025 4:28,Positive
Steve Midlick,3,I can not stay connected to Tik Tok. Due to full BETA. Why Tik Tok app allows it to stop working.,8/6/2025 4:28,Positive
Kevin Dissanayake,1,can y'all just lemme comment photos please 🙏,8/6/2025 4:27,Neutral
Thomas Budu,5,Very Good,8/6/2025 4:26,Positive
Tyrone Austin,5,i love this app,8/6/2025 4:23,Positive
Sk Tafsir,5,Tik Tok is most popular app my favourite app Tik Tok see my all friend video Tik Tok,8/6/2025 4:19,Positive
Arafat vi,4,for you,8/6/2025 4:17,Neutral
Hala Ahmad,3,its making my phone glitch and restart alone,8/6/2025 4:17,Neutral
Ahsan Shahid,1,every video issue community why my original contant,8/6/2025 4:16,Positive
Aryan Mursal,2,dear TikTok plz unfreeze my account it get only 150 wive and plz unfreeze my profile,8/6/2025 4:11,Neutral
Babu Kunjappy,2,n htj 5 . n .b none ny,8/6/2025 4:10,Neutral
Mian hashir,4,perfect,8/6/2025 4:07,Positive
Antor Gazi,5,১২৩৪,8/6/2025 4:06,Neutral
Aslam Rahmani,5,for you,8/6/2025 4:06,Neutral
Fahad Khanz,1,Fahad khan 302,8/6/2025 4:04,Neutral
Rafinkhan Khan,4,best apps 😘😘😘😘,8/6/2025 4:02,Positive
Ali Raza,5,AliRaza,8/6/2025 4:00,Neutral
Axle Hill,5,you can shop easy and fast,8/6/2025 4:00,Positive
Raju Das,5,nice apps,8/6/2025 3:59,Positive
Atiq Jutt,5,Ateek 225,8/6/2025 3:59,Neutral
frejus ley,4,j'aime bien l'application,8/6/2025 3:58,Neutral
Andrew Thao,4,"love it but it has such horrible moderation. TikTok moderation will remove your comment if you say fat, etc words but can't see the girl's private part in the comment pictures???",8/6/2025 3:56,Negative
Mubashir khan,4,Mubashir to be,8/6/2025 3:55,Neutral
Georgina Perry,5,excellent,8/6/2025 3:55,Positive
Sobha dong Tamang,5,nice,8/6/2025 3:53,Positive
Rana Ayan,5,Rana ayyan,8/6/2025 3:51,Neutral
Ariya Wonta,5,ok,8/6/2025 3:47,Positive
Micheal Oldham,1,tic Tok is affecting freedom of speech ..I can say what ever I wanna say. keep it up and I'll flag tic Tok for freedom of speech ....0 stars,8/6/2025 3:44,Neutral
Sonu ladla sonu ladla,3,sonu,8/6/2025 3:40,Neutral
Oliver Garcia,1,I got banned for saying stole it was for a game and I cant text for my streaks,8/6/2025 3:39,Negative
Tayyab Ullah,5,Totally,8/6/2025 3:37,Neutral
mmeerhamza hamza,1,"We reply fast! tiktok message option not showing 2025, tiktok dm not working 2025, fix tiktok message problem, tiktok message not showing up, tiktok dm fix ios android, tiktok not showing message icon, tiktok dm 2025 fix, tiktok privacy settings, unlock message option tiktok, unlockios tech",8/6/2025 3:33,Positive
Asfiyan Kashif,1,"Hello dear tiktok team Very very important Please I need your help because your account has mistakenly put my account in the freezer list. Please re-check my account correctly and remove my account from the freezer list. Because I have not made any mistake that is against tiktok police but still my account has been frozen and my views have decreased a lot and I am also working hard on tiktok now to make very good videos content but Still, my views are much lower than before. Yes, but if",8/6/2025 3:31,Positive
Ɓəççą Ĝ,3,please get rid of the warning on my account:( I didn't mean to put a hurtful/inappropriate type of comment {a picture that was gacha} please forgive me for that I just don't wanna lose my account I worked so hard to get to what I am at today.,8/6/2025 3:29,Negative
Adeel Abbasi,5,best,8/6/2025 3:27,Positive
Venkatesh Ajmeera,4,good,8/6/2025 3:27,Positive
Lyric Gibson,5,Chris doesn't like my sister that way never ever will happen,8/6/2025 3:25,Neutral
Solomon sorsa Bacha,2,sole man,8/6/2025 3:25,Neutral
Sheldon Parker,3,what is the reason if I ask for prone access am 0ver 21,8/6/2025 3:23,Neutral
Concord Asso,5,Good..App 2025,8/6/2025 3:20,Neutral
Malik Sarfaraz,5,very good 😊,8/6/2025 3:17,Positive
Ali Hamza,5,very nice app wowo 👍👍 on tiktok,8/6/2025 3:16,Positive
Md Faruk,5,Thank you otp,8/6/2025 3:15,Neutral
Bob Margerum (gobluefoot),1,"I actually enjoy the videos, but the app is trash. randomly it will start playing the audio of a video on top of another video, and then it will continue even after closing the app completely. fix your app and I'll consider a reinstall. thank you",8/6/2025 3:15,Positive
Jaku Rokbh,1,"TikTok Support Today 09:08 AM Responses may be generated by AI, so mistakes are possible. Learn more TikTok Support Hi! What do you need help with? Please select the type of issue you’re facing: Account Interaction Traffic LIVE Post Feed Monetization Other It's a strange issue that when someone posts a short video on TikTok mocking us, you don't give any strike or report to their content. But when we, out of anger, leave a comment, instead of showing it to them or tryin",8/6/2025 3:15,Negative
Upendar Yadav,1,"TikTok isn't opening from weeks,sometimes it will after long try but takes a much time. Hope this platform will fix this soon.",8/6/2025 3:14,Positive
Imran Farooq,5,very helpful application for me thanks,8/6/2025 3:13,Positive
Abdul Samand Jamot,1,Waheed Ali,8/6/2025 3:11,Neutral
Waqar Qaisrani,1,plzzzzzzzzzzzz on TikTok live,8/6/2025 3:10,Positive
mamun Sarker,5,mamun yyyyy,8/6/2025 3:08,Neutral
Md Rasel,5,naic ♥️,8/6/2025 3:06,Neutral
Lazy Marshmelloo,3,Its good just needs some things like restrictions from nudity stuff,8/6/2025 3:04,Positive
Abdul Wahab,4,awsome👍😇,8/6/2025 3:04,Neutral
Somto Ikechukwu,5,Nice,8/6/2025 3:03,Positive
Amir Hamja,5,২০২৫,8/6/2025 3:01,Neutral
Alexandre Lavoie,1,"The app is well-designed, to make people lose sight of time and schedule!",8/6/2025 3:01,Neutral
Shoriful Islam,5,am from bangladesh,8/6/2025 2:58,Neutral
Rohan Tanvir,5,Bangladesh 🇧🇩,8/6/2025 2:53,Neutral
Sangeetha Aml,5,👍🏻,8/6/2025 2:53,Neutral
Mst Sunjida,5,সানজিদা,8/6/2025 2:52,Neutral
vLozic,1,how do I get to type photos in comments?,8/6/2025 2:52,Neutral
Maqsud Ahmad Mughal,5,maqsood Ahmed Mughal,8/6/2025 2:49,Neutral
Amofah Gerald,5,Liek,8/6/2025 2:47,Neutral
Javed Muhammad,5,iaveead,8/6/2025 2:46,Neutral
Arshad Ali,5,Meri ID koi nhi dekhsakta ha,8/6/2025 2:46,Neutral
Md Nasir,5,I feel a good app,8/6/2025 2:43,Positive
Yadav Subran,5,yadav sarkar,8/6/2025 2:42,Neutral
Sabnam Kushmi,1,putku 143,8/6/2025 2:40,Neutral
abubakar azam,4,the app is entertaining but my network is a mess,8/6/2025 2:39,Positive
Dilon Semmler,1,read the other one star reviews that will give you a good explanation of this app,8/6/2025 2:35,Positive
Aaliyah Flowers,5,I just love tiktok am so there's nothing bad to say,8/6/2025 2:34,Negative
Bahar Ali,4,very good,8/6/2025 2:29,Positive
Nicholas Sydney,5,very enjoyable,8/6/2025 2:27,Positive
Ruhul Amin,5,oa oa tho tho,8/6/2025 2:25,Neutral
Weapon Master,5,nice app,8/6/2025 2:24,Positive
Md Badsha Ali,1,I'm insulting someone besause I don't understands l will never maka this mistake again in my life Please solve the problem,8/6/2025 2:23,Negative
bruce sanders,1,don't bother leave a comment on this app you get a community violfor the stupidest stuff,8/6/2025 2:22,Neutral
Trinidee Vasquez,3,"phenomenal app, but the way they go about nit-picking what comments to remove and keep is insane. someone can wish for me to be 🍇'ed, but I can't defend myself by just calling them barbaric and telling them I have a pew ready to go at anytime anyone wants to try me. my comment got taken down, but if I'm not mistaken, the other persons THREAT is still up... I get that sometimes people get out of hand and extremely violent, but I can't say i know someone stinks? really?",8/6/2025 2:21,Negative
George Umekwe,5,appreciate,8/6/2025 2:18,Neutral
Mukhtiar Ahmad,1,it's not open when I reinstalled then it's working good then after 2. 3 days it's not open,8/6/2025 2:15,Positive
Manish Kumar Chaudhary,4,Update My Tik Tok,8/6/2025 2:15,Neutral
zahid prince,5,good and politician,8/6/2025 2:14,Positive
Usmannaseer,1,tiktok team my live connect working plis,8/6/2025 2:13,Positive
The Sinful Siren,1,"It's been months since not being able to open the app. It never stays in the phone tray but my battery warns me that it's working in the background even with background use turned off... Yet it won't open. I've tried force stop and clear cache but I don't want to uninstall and risk losing all my data! Is there any fix for this yet? Also when its open in background, it makes the entire phone so slow that it freezes and crashes completely! I've got plenty of software space and data but no use.",8/6/2025 2:13,Positive
Emmanuel Fosu,5,fast,8/6/2025 2:08,Positive
Logan Steinbach,1,stays one star till I get images get on ts,8/6/2025 2:07,Neutral
Carlos Wilson,1,"WHY DO I GET PUNISHED FOR YOUR MISTAKE!!!! I upload a video, I add captions, TikTok recommends the sound, I go along with it and use the sound, and they leave it up for a week and then copyright strike me for using the sound that they recommended. DON'T RECOMMEND IT AND THEN PUNISH ME FOR DOING WHAT YOU RECOMMEND!!!! I'm tired of getting punished for doing what you tell me I should do.",8/6/2025 2:06,Positive
Muhammad Waqas,5,vjdiv,8/6/2025 2:01,Neutral
Ali Mallah,5,alimallah,8/6/2025 1:58,Neutral
Muhammad Mudasir,5,Tiki tok account unfreeze,8/6/2025 1:55,Neutral
M Ramzan vehari,5,open,8/6/2025 1:54,Neutral
Mys Sevn,2,"It's been glitchy for at least 4 weeks now. It opens on playback when I turned it off. When I click on profiles, I get a totally different profile. The algorithm sucks",8/6/2025 1:50,Negative
Larae Garcia,5,actually my fav social media,8/6/2025 1:47,Positive
Nahid hasan,5,ভালো না,8/6/2025 1:44,Neutral
Md Ebrahim,3,koi,8/6/2025 1:42,Neutral
Nirmala bk,5,best app for mom😄😄😄,8/6/2025 1:41,Positive
Skylar Stahl,5,ok,8/6/2025 1:40,Positive
Shazma Zafar,5,I always like this app,8/6/2025 1:40,Neutral
Rmc Team,5,hi I'm dear TikTok I'm now account now asing on TikTok application please check my new official Account .... and viral All video on TikTok for you page for you Islamic,8/6/2025 1:40,Positive
MD Riyal 562,5,Good luck tiktok,8/6/2025 1:34,Positive
Gill.sagass Gill.sagarss,5,Gill.sagarsss,8/6/2025 1:32,Neutral
Gulraiz Khan,5,very good,8/6/2025 1:22,Positive
Mina Tamang,5,I like it,8/6/2025 1:20,Neutral
Samiullah Jan,5,tiktok both acha app ha my best app tiktok ha editing acha ha,8/6/2025 1:20,Positive
Cindy Smith,1,"No matter what I do you restrict my video or tell me it has nothing to do with topic. You incorrectly judge the video and deny appeals for stuff like alcohol, sexual conduct, violence, or driving while live. NOT A SINGLE ONE WAS CORRECT AND VIDEOS PROVE IT YET MY APPEAL GOT DENIED. Again today I post a clip from live that YOU CLIPPED, YOU LABELED, YOU HASHTAGGED, but I got in trouble for. Stop telling me to post stuff that is gonna go against me. That's entrapment",8/6/2025 1:14,Positive
Jessica “MichaelJfan” TheMJfan,2,sideshows literally never load.,8/6/2025 1:13,Neutral
Tahidu Jabir,1,can't open the app,8/6/2025 1:05,Neutral
Haji Sadiq Khan Adozai,5,"""Hi TikTok support, I'm extremely grateful for the successful restoration of my account. Your team's prompt response and resolution of the issue are truly appreciated. thanks again."" best regards [name]@ hajisadiqachakzai2",8/6/2025 1:00,Positive
Waheed Waheed,5,good,8/6/2025 1:00,Positive
Tracy Diesel,5,💯,8/6/2025 0:58,Neutral
Cardo Lewis,5,best app ever,8/6/2025 0:56,Positive
nabin shrestha,5,it was fun but my tik tok keeps stopping but anyway i love it,8/6/2025 0:55,Positive
Irina Nefedova,5,bomb 💣,8/6/2025 0:51,Neutral
Kaes 228,1,"i actually tried using this and it doesn't stop showing me russian videos (I've never been in russia nor associated with it), nothing works",8/6/2025 0:51,Neutral
Joshua Roemmich,3,it's TikTok very addictive,8/6/2025 0:46,Neutral
Hue Vang,2,it took a long time to install.,8/6/2025 0:44,Negative
Malik Malik,5,update oppotion,8/6/2025 0:40,Neutral
Rana Faizan,5,1M like,8/6/2025 0:39,Neutral
Thulo Lama,5,better,8/6/2025 0:39,Positive
Adnan Abrahim,5,@adinantiktok,8/6/2025 0:38,Neutral
Zaheer Tanha king,5,For you,8/6/2025 0:35,Neutral
Nick M,1,"oooh, careful tiktok. You removed my comment because I called someone a psycho, but plenty of people were being called nazis or worse. I smell a lawsuit.",8/6/2025 0:34,Negative
Fiaz,5,Fiaz Don,8/6/2025 0:31,Neutral
Mark,1,this app is great and all but im still so frustrated that im STILL not able to send pictures on the comment sections just like everybody else has. it makes me feel left out knowing that they have a privilege that I do not have.,8/6/2025 0:23,Negative
Md. Manik Manik,5,আমার একটি প্রিয় অ্যাপস,8/6/2025 0:16,Neutral
Alessandro Mendoza,1,won't let me repost bc of something dumb,8/6/2025 0:15,Negative
Hidoy Ahamed,5,♥️♥️♥️,8/6/2025 0:13,Neutral
faisal king,5,great 👍,8/6/2025 0:06,Positive
Chad Erickson,1,this app violates free speech,8/6/2025 0:06,Positive
Umar Adeel,1,Too much bad,8/6/2025 0:00,Negative
KNGTWINS,4,I don't have tik tok shop on my section,8/6/2025 0:00,Neutral
javid Azizi,5,good,7/6/2025 23:59,Positive
Riley Weiland_kemeny,1,someone decided to tell me to get off the app or they would kill me never using this again,7/6/2025 23:57,Neutral
Ahmadshakib Paghman,5,I love,7/6/2025 23:54,Positive
ritej stars,5,❤❤❤❤❤❤❤ياانا,7/6/2025 23:54,Neutral
CRC,5,Love it,7/6/2025 23:49,Positive
Shanta Gurung,2,this app take long time to open,7/6/2025 23:43,Negative
Anuri Onwukwe Anuri Onwukwe,5,perfect app,7/6/2025 23:42,Positive
M.D.S.D,1,Won't open and is a pain to use,7/6/2025 23:38,Neutral
Zahi Khan,5,update,7/6/2025 23:38,Neutral
Sk boy Kano,5,your can help me,7/6/2025 23:37,Neutral
Seyi Benson Ademola,1,"Tiktok allows some racist comments to fester on their platform, but when you counter them , it becomes an issue , and the next they do is threaten you with a ban.",7/6/2025 23:29,Neutral
Nicholas,1,When are these idiots going to address the bug for android that won't allow push notifications for livestreams to go out? so many android users have this issue and I use a $1300 and don't get notifications. I looked up every possible way to fix this and nothing worked. TikTok get your head out of your asses and drop a bug fix for push notifications for livestreams please and thank you 🤍,7/6/2025 23:28,Negative
Sibahle Malinga,5,excellent good,7/6/2025 23:27,Positive
April “Babygurl” Powers,5,love it,7/6/2025 23:26,Positive
Clare Bevan,1,when is tik tok going to update so we can add picture in the comments. apple users can already do this but Android users can't. please update,7/6/2025 23:26,Neutral
Sophia Rutledge,1,I deleted this by accident and not it won't let me get it back😔,7/6/2025 23:25,Neutral
Ajimudin Miya,5,Add location my tiktok account Md Ajim kuwait,7/6/2025 23:25,Neutral
Karmen Taylor,1,"tiktok is not working right, when I go to tiktok it takes time for no reason, its really annoying please do something about this",7/6/2025 23:24,Negative
Aizak Blads,5,It's so perfect kills stress and reluxs the mind but needs a lot of Data and stable network and has no discrimination in all classes of humans,7/6/2025 23:23,Positive
Man Mgc,5,I love it,7/6/2025 23:19,Positive
Ava Rhodes,5,I can't explain it but tik Tok is my favorite I can see Osmos everything that I want to see on there if you go to funny Mike page you have a little bit of inappropriate stuff but she made a song with Jason it went like tik Tok dance don't you stop kicking can I love to talk so much I can follow my friends I can see the dances I can they can they do I can see I do dances on there and it's a dance school like she was a fairy yeah yeah,7/6/2025 23:13,Positive
Ali Hassan,1,I face problem that it doesn't grow view than 100 I really fed up of this things really bad app because daily I try to my best but it's not improved 😞😕😡,7/6/2025 23:11,Positive
Puasson QT,1,"Mejor quiten la opción de comentar, porque cada que uno comenta le borran el comentario, váyanse la mismísima mrd.",7/6/2025 23:11,Neutral
Ahmed Kasim,4,good,7/6/2025 23:08,Positive
Mr Monire,5,ripat hi,7/6/2025 23:08,Neutral
Gloria Minjares,5,"tik tok is amazing,good communication and great ☭",7/6/2025 23:07,Positive
Nicolas Bell,1,crashing app,7/6/2025 23:01,Neutral
Ianis Baculescu,1,Bro photo mode not stupid tik tok really how bro.,7/6/2025 22:57,Positive
Abdo Hannat,4,"I hope you add the feature of searching for liked videos according to the time of liking, or a date range.",7/6/2025 22:56,Positive
Ruth Akampulira,5,I love it,7/6/2025 22:55,Positive
Themba Kareli,5,love it 💝🫀🫂,7/6/2025 22:52,Positive
Ayoka Toyin,5,Kofoworola,7/6/2025 22:51,Neutral
Leason Arando,5,Tiktok makes my days smooth,7/6/2025 22:47,Positive
Agnese Zaula,2,"Don't know how it happened but the comment section is white everything else is in dark mode. I uninstalled the app, lost my drafts, reinstalled it but nothing changed. Kinda annoying yk",7/6/2025 22:46,Negative
HidayatUr Rehman,5,my tiktok is live please,7/6/2025 22:43,Positive
Ruby L,1,the ad is messing up my work and you can't get the qd to stop runnig I,7/6/2025 22:37,Neutral
Junior Joseph,5,I love this app,7/6/2025 22:32,Positive
Tina Cheek,1,Can't watch videos because it goes straight to the install/open page.,7/6/2025 22:31,Positive
Waseem Sipra,5,I don't you supporting me,7/6/2025 22:29,Positive
AJ JY,1,there's a problem with the app it instantly closes after opening repeatedly then freezes I've cleared everything.. shouldn't have to keep reinstalling,7/6/2025 22:28,Neutral
Maryann Maxwell,5,great,7/6/2025 22:28,Positive
Sam,1,"remove image comments, it's ruining the app experience. it makes it repetitive and boring to see the same unfunny reaction images on every video",7/6/2025 22:27,Negative
Brian Devitt,5,Great stuff,7/6/2025 22:25,Positive
bayar bayad,5,٣٤٣,7/6/2025 22:23,Neutral
Sonja Barger,5,it's the best,7/6/2025 22:21,Positive
The Young,1,e to dey suck data,7/6/2025 22:20,Neutral
Qais Akbari,5,nice,7/6/2025 22:19,Positive
Jozua Tavarez,5,caramelo lo mejor,7/6/2025 22:17,Neutral
HASSIN Ujjan,5,azamujjan,7/6/2025 22:15,Neutral
Ayan 109 A-1 king,5,Ayan,7/6/2025 22:15,Neutral
Asif Ali,5,best app,7/6/2025 22:12,Positive
Joe White,1,bad,7/6/2025 22:11,Negative
Riley Jones,2,I can't make tiktok slideshows on my Google pixel 6a,7/6/2025 22:09,Neutral
Andjela Buckos,1,"I can't open the app at all, saying that it has cache, but it doesn't at all have any cache.",7/6/2025 22:09,Neutral
Makate Maswanganya,5,Best instilled,7/6/2025 22:07,Positive
Bryan Carty,5,MY EXPERIENCE ON TIKTOK IS WONDERFUL BUT I JUST RECENTLY GOT A ACCOUNT WARNING AND I DON'T KNOW WHY,7/6/2025 22:07,Positive
Umujane Solomon,5,good,7/6/2025 22:07,Positive
Anas Khan,5,OK ge,7/6/2025 22:06,Positive
Arezo Jafarii,5,perfect 🥰,7/6/2025 22:06,Positive
Micky Moore,3,cute but aggressive,7/6/2025 22:05,Positive
Brian Elfrink,5,I try to keep up my updates !!!,7/6/2025 22:02,Neutral
Ahtisham Sadiq,1,Please 🙏 TikTok team please my video don't under review please my account unfreen please my video share for you My account name is Nawabzadaboy420,7/6/2025 22:00,Neutral
Games King,5,Good,7/6/2025 21:59,Positive
S (S),1,I LOVE how the app just ignores disgusting issues and flags people who are spreading awareness. Great. Amazing. 🥀💔,7/6/2025 21:58,Positive
Ahmed Hazem,1,"It crashes on a daily basis, I've to uninstall it then reinstall it again daily to be able to use it How frustrating 😡😡😡",7/6/2025 21:54,Positive
Mayyan Mohamed,2,The application suddenly does not open for me for no reason. I want a solution.,7/6/2025 21:47,Neutral
Star Boy musa,4,nice,7/6/2025 21:42,Positive
C S (KingDakta),1,"me and my favorite creators were banned for things that never occurred in the live, and rejected the appeals. I had a friend post same video no issues Lots of views.",7/6/2025 21:42,Positive
Liam Rubery,2,I'm not to sure,7/6/2025 21:39,Positive
Allah Allah,5,good 👍,7/6/2025 21:38,Positive
Zou Athuman,5,So much good app,7/6/2025 21:36,Positive
Ahmed Bin Shawon,1,Not good tiktok my videos not view please tiktok team fix my videos view 1 start ret fix tiktok ok good rewveo,7/6/2025 21:30,Positive
Jolene Wright,5,don't understand what you are asking,7/6/2025 21:30,Neutral
Peter Porras,5,it's a good app,7/6/2025 21:27,Positive
Tobbie,5,the app is so amazing i love it♥️,7/6/2025 21:26,Positive
Muhammad Ali,5,nice app 💯,7/6/2025 21:25,Positive
Xim Johnson,5,So addicting,7/6/2025 21:25,Neutral
A Google user,5,Is bad,7/6/2025 21:24,Negative
ANTHONY JOHN MAELA,5,I love tiktok,7/6/2025 21:23,Positive
Lilly-mae Bravender,2,why won't it let me text,7/6/2025 21:23,Neutral
